Question	Option A	Option B	Option C	Option D
Which MITRE ATT&CK technique ID and name are associated with the abuse of print processors?,T1547.001, Boot or Logon Autostart Execution: Print Processors,T1547.002, Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,T1059.003, Command and Scripting Interpreter: PowerShell,T1543.003, Boot or Logon Autostart Execution: Scheduled Task,A,The abuse of print processors falls under the MITRE ATT&CK technique T1547.001, Boot or Logon Autostart Execution: Print Processors.				
Which of the following is a relevant API call for detecting print processor abuse?,GetPrintProcessorDirectory,AddPrintProcessor,LoadLibrary,CreateProcess,B,The GetPrintProcessorDirectory API call is relevant for detecting print processor abuse as it is used to locate the print processor directory.				
What directory is used to store print processors?,C:\Windows\System32\spool\prtprocs\x64,C:\Windows\System32\drivers,C:\Windows\System32\config,C:\Windows\SysWOW64\drivers,A,The C:\Windows\System32\spool\prtprocs\x64 directory is used to store print processors.				
Under which privileges does the print spooler service run?,SYSTEM,Administrators,Users,Guest,A,The print spooler service runs under SYSTEM privileges.				
"Which MITRE ATT&CK technique ID corresponds to the ""Boot or Logon Autostart Execution"" technique described in the text?,T1547,T1543.005,T1546.003,T1547.001,A,This technique is categorized under the Boot or Logon Autostart Execution (T1547) technique in MITRE ATT&CK."				
What is the file extension for configuration files used by XDG Autostart entries?,.ini,.xml,.desktop,.config,C,XDG Autostart entries use Desktop Entry files (.desktop) for configuration.				
Which directory on a Linux system is used for system-wide XDG Autostart entries?,/etc/xdg/autostart,/usr/bin/autostart,/home/user/.config/autostart,/tmp/autostart,A,/etc/xdg/autostart directory holds system-wide Autostart entries.				
Which of the following techniques could be used by an adversary to make malicious XDG Autostart entries appear legitimate?,Masquerading,Data Encrypted,Credential Dumping,Process Injection,A,The text specifically mentions adversaries may combine this technique with Masquerading to blend malicious Autostart entries with legitimate programs.				
Which of the following is NOT a mitigation strategy mentioned in the text for mitigating XDG Autostart abuse?,Using strong passwords for user accounts,Restricting write access to XDG autostart entries to privileged users,Limiting privileges of user accounts,Restricting software installation to trusted repositories only,A,While strong passwords are important for security, they are not directly addressed in the context of mitigating XDG Autostart abuse.				
Which of the following is a valid detection method for malicious XDG Autostart entries?,Monitoring file modification events in the /etc/xdg/autostart directory,Analyzing network traffic for suspicious connections,Monitoring user login attempts,Inspecting system logs for unusual processes,A,Monitoring file modification events within the /etc/xdg/autostart directory is specifically mentioned as a detection method.				
Which MITRE ATT&CK platform is relevant to the XDG Autostart technique described in the text?,Mobile,Enterprise,ICS,Cloud,B,The context of the text is focused on Linux systems, making it relevant to the Enterprise platform in MITRE ATT&CK.				
Which of the following tools is NOT mentioned in the text as utilizing XDG Autostart for persistence?,CrossRAT,Fysbis,NETWIRE,Pupy,D,The text explicitly mentions CrossRAT, Fysbis, NETWIRE, and Pupy as tools that use XDG Autostart for persistence.				
Which of the following is NOT a common way to detect malicious XDG Autostart entries?,Auditing file creation events in the ~/.config/autostart directory,Analyzing the content of the .desktop files in the autostart directory for suspicious commands,Monitoring system performance for unusual resource utilization,Comparing Autostart entry files to a trusted system baseline,C,While monitoring system performance can be helpful in general, it's not specifically mentioned as a method for detecting malicious XDG Autostart entries.				
"What is the name of the MITRE ATT&CK technique that describes the use of XDG Autostart entries for persistence?,Boot or Logon Autostart Execution,Persistence,Execution,Defense Evasion,A,The text explicitly discusses the ""Boot or Logon Autostart Execution"" technique."				
What is the primary purpose of login items on macOS? ,To provide persistence for malicious executables,To configure the user environment by launching common applications,To escalate privileges through user credential prompts,To control the victim system remotely,B,Login items are primarily used to configure the user environment by launching common applications, such as email, chat, or music applications.,				
"How can adversaries use the Service Management Framework to create login items? ,By using the System Preferences GUI to add the malicious executable,By leveraging launchd and the API call SMLoginItemSetEnabled,By sending Apple events to the ""System Events"" process with AppleScript,By modifying the backgrounditems.btm file in the user's Library folder,B,The Service Management Framework uses the API call SMLoginItemSetEnabled and leverages launchd for creating login items, which are not visible in the System Preferences.,"				
